data;valor;membro_id;categoria;descricao
2024-09-11;-101,81;Felipe;educacao;Curso online
2024-09-12;-181,57;Rafael;Estudos;Assinatura educacional
2024-09-13;R$ -33.92;Rafael;Transporte;Estacionamento *
09-14-2024;R$ -13.89;Felipe;Cinema/Show;
2024-09-14;-16.69;Rafael;alimentacao;
09-15-2024;4.000,00;Felipe;SALARIO;Salario mensal de Felipe
16/09/2024;-14,18;Rafael;Lazer;App de musica
18/09/2024;-35,04;Rafael;transporte;Estacionamento
09-18-2024;-474,20;Felipe;Restaurante;Supermercado semanal
09-18-2024;-126,98;Calebe;transporte;COMBUSTIVEL
09-19-2024;-221,75;Felipe;Farmacia;
2024-09-21;-26,85;Felipe;Cinema/Show;APP DE MUSICA
09-21-2024;-26.85;Felipe;Entretenimento;APP DE MUSICA
21/09/2024;-108.50;Calebbe;Transporte;Combustivel
2024-09-22;-72,69;Rafael;lazer;
09-22-2024;-98.00;Rafael;lazer;
2024-09-22;-62.75;Rafael;alimentacao;Lanche
2024-09-22;-98.00;Rafaell;LAZER;Streaming anual
2024-09-22;-98.00;Rafael;Entretenimento;Streaming anual *
2024-09-23;-53,24;Rafael;ALIMENTACAO;Lanche
23/09/2024;R$ -17.33;Rafael;LAZER;App de musica
09-23-2024;-414,84;Felipe;ALIMENTACAO;Supermercado semanal
09-23-2024;-414,84;Felipe;ALIMENTACAO;Supermercado semanal
23/09/2024;R$ -17.36;Rafael;alimentacao;Lanche
2024-09-23;-59,16;Rafael;ALIMENTACAO;Lanche
2025-02-24;-215.31;Calebe;Uber/taxi;Combustivel
09-23-2024;-23,14;Rafael;Entretenimento;app de musica
2024-09-24;-9,86;Felipe;Supermercado;CAFÉ/LANCHE
09-24-2024;-51,88;Rafa;Restaurante;Lanche
25/09/2024;R$ -35,08;Rafael;Supermercado;Café/Lanche
2024-09-25;-35.35;Rafael;alimentacao;Lanche
25/09/2024;800.00;Rafael;SALARIO;Salario mensal de Rafael
26/09/2024;R$ -14,60;Rafael;lazer;App de musica
2024-09-26;-14,60;Rafael;lazer;App de musica
2024-09-27;-83,30;Rafael;Lazer;Streaming anual
2024-09-27;-12,73;Rafael;Alimentacao;Café/Lanche
09-27-2024;-21,35;Rafael;TRANSPORTE;Estacionamento *
27/09/2024;-11,34;Rafael;Restaurante;Café/Lanche
09-28-2024;-20.40;Felipe;Mercado;CAFÉ/LANCHE
28/09/2024;-675,16;Felipe;Assinatura;Transferencia para Poupanca
2024-09-29;-20.71;Rafa;alimentacao;Delivery
09-29-2024;R$ -15.90;Rafael;lazer;App de musica
2024-09-29;-452.67;Felipe;Supermercado;Supermercado semanal *
09-29-2024;-15.90;Rafael;lazer;App de musica
2024-10-03;-32.95;Rafael;ALIMENTACAO;Lanche
2024-10-04;R$ -752.67;Felipe;ALIMENTACAO;Supermercado semanal
2024-10-04;-752.67;Felipe;Alimentacao;Supermercado semanal
04/10/2024;-50,34;Felipe;Restaurante;Café/Lanche
10-04-2024;-50,34;Felipe;Restaurante;CAFÉ/LANCHE
2024-10-04;-50,34;Felipe;Alimentacao;Café/Lanche
2024-10-04;-32.66;Rafaell;ALIMENTACAO;Café/Lanche
2024-10-05;-135,06;Rafael;Entretenimento;Streaming anual
2024-10-05;-94,14;Rafael;Streaming;Streaming anual
10-06-2024;-110.06;Rafael;Restaurante;Delivery
07/10/2024;-23,78;Felipe;lazer;App de musica
10-07-2024;8000.00;Calebe;Pagamento;SALARIO MENSAL DE CALEBE
2024-10-07;-23.78;Felipe;Cinema/Show;App de musica
10-07-2024;R$ -3.315,64;Calebe;Aluguel/Moradia;ALUGUEL RESIDENCIAL
13/05/2024;-349,13;Felipe;Plano de Saude;Consulta
2024-10-10;-20,96;Rafael;Streaming;App de musica
2024-10-10;R$ -852,59;Calebe;TRANSPORTE;
10/10/2024;R$ -20,96;Rafa;Lazer;App de musica
10-10-2024;-20,96;Rafael;Streaming;App de musica
2024-10-10;-852.59;Calebe;Uber/taxi;Parcela carro/seguro
2024-10-11;-29,90;Rafael;TRANSPORTE;Estacionamento
11/10/2024;-53.54;Felipe;ALIMENTACAO;CAFÉ/LANCHE
2024-10-11;-69,83;Rafel;ALIMENTACAO;Delivery
11/10/2024;R$ -29.90;Rafael;Transporte;
10-11-2024;-733,29;Felipe;Restaurante;Supermercado semanal
2024-10-12;-128,40;Calebe;Transporte;Combustivel
10-12-2024;R$ -128.40;C.alebe;Gastos com Carro;Combustivel
2024-10-13;-140,51;Calebe;Transporte;Combustivel
13/10/2024;-286.87;Felipe;Plano de Saude;exame medico
2024-10-14;-88.82;Calebe;Assinatura;Curso online
10-15-2024;4000.00;Felipe;Renda;Salario mensal de Felipe
15/10/2024;4000,00;Felipe;Renda;Salario mensal de Felipe
2024-10-15;4000.00;Felipe;Pagamento;Salario mensal de Felipe
2024-10-15;-21,81;Rafael;Restaurante;Café/Lanche
2024-10-16;-772,40;Felipe;Restaurante;Supermercado semanal
10-16-2024;-43,18;Felipe;alimentacao;Café/Lanche
2024-10-20;-125,82;Rafael;Entretenimento;
10-20-2024;R$ -125,82;Rafael;Streaming;Cinema *
10-25-2024;-42,54;Felipe;LAZER;App de musica *
2024-10-25;R$ 800.00;Rafael;Pagamento;SALARIO MENSAL DE RAFAEL
10-27-2024;-20,28;Rafa;Transporte;Estacionamento
;-174,13;Rafael;Assinatura;material didatico
2024-10-28;R$ -847.37;Calebe ;Cursos;Transferencia para Poupanca
2024-10-28;-174.13;Rafael;Estudos;Material didatico
28/10/2024;-166,87;Calebe;Combustivel;Combustivel
2024-10-28;-166,87;Calebe;transporte;Combustivel
2024-10-28;-174.13;Rafael;EDUCACAO;Material didatico
2024-10-30;-714,00;Felipe;Restaurante;Supermercado semanal
30/10/2024;-62.65;Rafael;Alimentacao;
10-30-2024;-714,00;Felipe;Mercado;Supermercado semanal
;-615,20;Felipe;alimentacao;Supermercado semanal
2024-11-02;-18,19;Rafael;Gastos com Carro;
2024-11-02;-615.20;Felipe;Supermercado;Supermercado semanal
2024-11-03;-102.02;Calebe;Combustivel;Combustivel
2024-11-03;-31.05;Rafael;Restaurante;Café/Lanche
11-06-2024;-85,14;Rafael;ALIMENTACAO;DELIVERY
2024-11-06;-54,65;Rafael;LAZER;
2024-11-07;8000,00;Calebe;SALARIO;Salario mensal de Calebe
2024-11-07;R$ -2952,67;Calebe;Aluguel;Aluguel residencial
2024-11-08;-593.56;Felipe;Mercado;Supermercado semanal
11-08-2024;-46.55;Rafael;Mercado;Delivery
2024-11-09;-57.51;Rafael;ALIMENTACAO;Jantar fora
2024-11-10;-759.25;Calebe;Uber/taxi;PARCELA CARRO/SEGURO
2024-11-10;-54,27;Rafael;Alimentacao;Delivery
;-69.23;Rafael;Alimentacao;jantar fora
2024-11-13;-72.96;Rafael;Lazer;Cinema
2024-11-13;-72.96;Rafael;Cinema/Show;Cinema
2024-11-14;-20,87;Rafael ;LAZER;App de musica
11-14-2024;R$ -20,87;Rafael;Entretenimento;app de musica
11-15-2024;4,000.00;Felipe;Pagamento;Salario mensal de Felipe
11-16-2024;R$ -50,27;Felipe;Mercado;Café/Lanche
11-18-2024;-13.75;Rafael;Restaurante;café/lanche
11-18-2024;R$ -13.79;Rafael;Transporte;Estacionamento
11-18-2024;-13,75;Rafael;ALIMENTACAO;café/lanche
2024-11-19;-19.96;Rafael;Supermercado;Café/Lanche
2024-11-20;-43.71;Felipe;Mercado;
2024-11-20;R$ -43.71;Felipe;Supermercado;café/lanche
11-21-2024;-131,57;Rafael;Entretenimento;Show/Evento
2024-11-21;-14.16;Rafael;transporte;Estacionamento
23/11/2024;-53,18;Rafael;Lazer;Passeio
2024-11-23;R$ -626,52;Felipe;ALIMENTACAO;SUPERMERCADO SEMANAL
11-23-2024;-150,31;Rafael;LAZER;Passeio
2024-12-29;-21.78;Rafael;lazer;app de musica
09-23-2024;-414,84;Felipe;ALIMENTACAO;Supermercado semanal
11-26-2024;-170,75;Rafael;Entretenimento;passeio
2024-11-27;-19.13;Rafael;Entretenimento;App de musica
2024-11-28;-50.33;Felipe;Lazer;App de musica
11-28-2024;R$ -117.12;Calebe;Gastos com Carro;Combustivel
2024-06-06;-146,55;Rafael;Entretenimento;streaming anual
2024-11-28;-50.33;Felipe;Lazer;APP DE MUSICA
2024-11-28;-50,06;Rafel;alimentacao;Delivery
2024-11-28;-1,150.51;Calebe;Estudos;Transferencia para Poupanca *
30/11/2024;-145,16;Felipe;Consulta;Consulta
2024-11-30;-86.26;Rafael;Supermercado;Lanche
30/11/2024;-625.97;Felipe;Restaurante;Supermercado semanal
2024-11-30;-625,97;Felipe;alimentacao;Supermercado semanal
2024-11-30;-145.16;Felipe;saude;CONSULTA
2024-11-30;-161.30;Felipe;Consulta;consulta
12-02-2024;R$ -42,30;Felip;transporte;Estacionamento
05/12/2024;-13,29;Felipe;Gastos com Carro;Estacionamento
12-05-2024;-13.29;Felipe;transporte;Estacionamento
2024-12-06;-205.65;Felipe;educacao;Assinatura educacional
2024-12-06;R$ 8,000.00;Calebe;SALARIO;Salario mensal de Calebe
12-06-2024;-205,65;Felipe;EDUCACAO;ASSINATURA EDUCACIONAL
2024-12-06;R$ -189,01;Rafaell;Cinema/Show;STREAMING ANUAL
2024-12-06;-205,65;Felipe;Assinatura;Assinatura educacional
07/12/2024;-14.12;Felipe;Entretenimento;App de musica
12-07-2024;R$ -2563,60;Calebe;MORADIA;ALUGUEL RESIDENCIAL
12-07-2024;R$ -125,58;Calebe;Transporte;Combustivel
12-08-2024;-51,00;Rafael;alimentacao;Jantar fora
08/12/2024;-10.95;Felipe;Transporte;Estacionamento
12-08-2024;R$ -9.85;Felipe;Uber/taxi;
08/12/2024;-51,00;Rafael;alimentacao;Jantar fora
2024-12-08;-51,00;Rafael;ALIMENTACAO;jantar fora
08/12/2024;-10,95;Felipe;Uber/taxi;
12-09-2024;-433.96;Felipe-M;Mercado;Supermercado semanal
12-09-2024;-433.96;Felipe;Supermercado;Supermercado semanal
10/12/2024;-29.62;Rafael;Lazer;app de musica
2024-12-10;-247,55;Felipe;Farmacia;CONSULTA
10/12/2024;-659,22;Calebe;Gastos com Carro;Parcela carro/seguro
2024-12-10;-275.06;Felipe;saude;Consulta
2024-12-11;-63,18;Rafael;Estudos;Curso online
2024-12-11;-21,75;Felipe;Uber/taxi;ESTACIONAMENTO
12/12/2024;-29.36;Felipe;LAZER;APP DE MUSICA
12-14-2024;-69.92;Rafael;alimentacao;Delivery
15/12/2024;-88.81;Calebe;transporte;Combustivel
2024-12-15;-88,81;Calebe ;Uber/taxi;Combustivel
12-15-2024;4000,00;Felipe;Salario;Salario mensal de Felipe
2024-12-16;-194.85;Rafael;Cinema/Show;
16/12/2024;-194.85;Rafael;Streaming;Streaming anual
2024-12-17;-495,68;Felipe;ALIMENTACAO;SUPERMERCADO SEMANAL
2024-12-17;-495.68;Felipe;Supermercado;SUPERMERCADO SEMANAL
12-17-2024;-69,19;Rafael;Restaurante;jantar fora
17/12/2024;-69,19;Rafael;Mercado;
2024-12-19;-159.93;Calebe ;transporte;Combustivel
2024-12-19;-17.51;Rafael;Lazer;App de musica
19/12/2024;-17.51;Rafael;Entretenimento;App de musica
22/12/2024;-141,05;Calebe;Transporte;Combustivel
2024-12-22;-141.05;Calebe;Transporte;Combustivel
2024-12-23;-264.06;Felipe;Consulta;Farmacia
2024-12-23;-437.33;Felipe;ALIMENTACAO;Supermercado semanal
2025-01-27;-32,94;Rafael;Streaming;
24/12/2024;-44.69;Rafael;alimentacao;Jantar fora
12-25-2024;-143,45;Calebbe;Transporte;Combustivel
12-25-2024;-129,57;Rafael;Lazer;Streaming anual
12-25-2024;800,00;Rafael;SALARIO;Salario mensal de Rafael
12-25-2024;-143,45;Calebe;Transporte;COMBUSTIVEL
12-28-2024;R$ -79.43;Rafael;ALIMENTACAO;delivery
12-28-2024;-72.34;Rafael;LAZER;Cinema
12-28-2024;-824.79;Felipe;Cursos;transferencia para poupanca
12-29-2024;-467,69;Felipe;Supermercado;Supermercado semanal
29/12/2024;-24.45;Felipe;alimentacao;
2024-12-29;-21.78;Rafael;lazer;App de musica
2024-12-29;-519.65;Felipe;Alimentacao;SUPERMERCADO SEMANAL
2024-12-31;-21,14;Rafael;transporte;Estacionamento
01/01/2025;-378.04;Felipe;Restaurante;supermercado semanal
01-03-2025;R$ -29.96;Rafael;Restaurante;Café/Lanche
01-03-2025;-35,34;Felippe;ALIMENTACAO;Café/Lanche
01-03-2025;-35,34;Felipe;Restaurante;Café/Lanche
03/01/2025;R$ -35,34;Felipe;Supermercado;Café/Lanche
2025-01-04;-103,07;Calebe;Transporte;Combustivel
01-04-2025;-57.06;Rafael;Cinema/Show;Show/Evento
01-04-2025;-34.23;Felipe;ALIMENTACAO;Café/Lanche
2025-01-05;-9,98;Felipe;Gastos com Carro;estacionamento
2025-01-05;R$ -113.56;Calebe;Gastos com Carro;Combustivel
01-05-2025;-113.56;Calebe;transporte;COMBUSTIVEL
06/01/2025;-23.12;Rafael;Mercado;Café/Lanche
2025-01-06;R$ -44.41;Rafael;Supermercado;Delivery
01-06-2025;-23.12;Rafael;ALIMENTACAO;Café/Lanche
2025-01-06;R$ -7,05;Felipe;LAZER;App de musica
2025-01-06;-7,05;Felipe;Streaming;App de musica
2025-01-06;-27.90;Felipe;alimentacao;Café/Lanche
2025-01-06;-7,05;Felipe;Lazer;
2025-01-06;R$ -18.80;Felipe;Cinema/Show;App de musica
2025-01-07;-1930.89;Calebe;moradia;aluguel residencial
11-21-2024;-131,57;Rafael;Entretenimento;Show/Evento
01-07-2025;-2.145,43;Calebe;Aluguel;Aluguel residencial
07/01/2025;8.000,00;Calebe;Depósito;Salario mensal de Calebe
07/01/2025;-46.62;Rafael;Entretenimento;Show/Evento
2025-01-08;-322,12;Felipe;Mercado;Supermercado semanal
01-08-2025;-322,12;Felipe;Restaurante;Supermercado semanal
08/01/2025;-11,07;Felipe;Uber/taxi;Estacionamento
2025-01-10;-551.68;Calebe;Transporte;Parcela carro/seguro
01-10-2025;-551,68;Calebe;Combustivel;parcela carro/seguro
2025-01-12;-189.13;Rafel;educacao;Material didatico
2025-01-13;-19.45;Rafael;Cinema/Show;App de musica *
01-13-2025;-22,43;Rafael;Alimentacao;Café/Lanche
2025-01-14;-24.95;Rafael;alimentacao;
01-15-2025;-124,67;Rafael;LAZER;PASSEIO
2025-01-15;R$ -64.94;Rafael;Supermercado;Lanche
2025-01-15;4.000,00;Felipe;Salario;Salario mensal de Felipe
01-17-2025;-21,17;Felipe;Lazer;App de musica
01-17-2025;-32,56;Rafael;Supermercado;Delivery
2025-01-17;-13.74;Rafael;Restaurante;Café/Lanche
01-18-2025;-375.62;Felipe;Supermercado;Supermercado semanal
18/01/2025;-30.07;Rafael;ALIMENTACAO;Lanche
01-19-2025;-90.20;Felipe;Farmacia;Exame medico
2025-01-19;R$ -90,20;Felipe;Farmacia;Exame medico
24/01/2025;-33.25;Rafael;ALIMENTACAO;
2025-01-25;R$ 800.00;Rafael;Renda;Salario mensal de Rafael
2025-01-25;R$ -371,39;Felipe;Alimentacao;Supermercado semanal
01-25-2025;-116,20;Rafael;LAZER;Passeio
2025-01-27;-32,94;Rafael;Streaming;App de musica
27/01/2025;R$ -51.24;Rafael;ALIMENTACAO;Lanche
27/01/2025;-59,58;Rafael;Alimentacao;lanche
2025-01-28;-988,58;Felipe;Educacao;Transferencia para Poupanca
01-29-2025;R$ -20.38;Rafael;Uber/taxi;Estacionamento
2025-01-30;-103.93;Calebe;transporte;COMBUSTIVEL
2025-01-31;-308,37;Felipe;Alimentacao;Supermercado semanal
01-31-2025;-308,37;Felipe;Mercado;Supermercado semanal
02-01-2025;R$ -730.58;Felipe;Supermercado;Supermercado semanal
2025-02-03;-44.04;Felipe;lazer;App de musica
04/02/2025;-202.50;Calebe;Uber/taxi;combustivel
2025-02-06;R$ -156.50;Calebe;transporte;Combustivel
2025-02-06;-63,28;Rafael;Supermercado;
02-06-2025;-156,50;Calebe;Combustivel;Combustivel *
2025-02-06;-56,17;Rafael;Supermercado;
2025-02-07;8000,00;Calebe;salario;SALARIO MENSAL DE CALEBE
2025-02-07;-3553.60;Calebe;Aluguel;Aluguel residencial
08/02/2025;-313.15;Calebe;Estudos;Material didatico *
2025-02-09;-58.26;Rafael;Lazer;app de musica
2025-03-30;R$ -326.10;Felipe;Farmacia;Exame medico
2025-02-10;-913,78;Calebe;Combustivel;Parcela carro/seguro
2025-02-10;-20.20;Felip;Transporte;Estacionamento
2025-02-10;-20,20;Felip;Uber/taxi;
;-20.20;Felipe;Transporte;Estacionamento
02-10-2025;-913.78;Calebe;Uber/taxi;Parcela carro/seguro
2025-02-10;-913.78;Calebe;Combustivel;Parcela carro/seguro
2025-02-11;-818,48;Felipe;ALIMENTACAO;Supermercado semanal
13/02/2025;-86.37;Rafael;alimentacao;Lanche *
2025-02-13;R$ -43.66;Rafael;ALIMENTACAO;Café/Lanche
14/02/2025;-158,52;Felipe;Plano de Saude;Consulta
2025-02-14;-158,52;Felipe;Plano de Saude;consulta
02-14-2025;-83,23;Rafael;alimentacao;Delivery
2025-02-14;-16.54;Felippe;Gastos com Carro;Estacionamento
2025-02-15;4000.00;Felipe;Depósito;Salario mensal de Felipe
2024-06-01;-8.27;Felipe;transporte;Estacionamento
2025-02-15;-215,26;Rafael;Streaming;Streaming anual
2025-02-16;R$ -46.69;Rafael;LAZER;App de musica
2025-02-17;-32.98;Felipe;Restaurante;
17/02/2025;-156.60;Calebe ;transporte;Combustivel
02-17-2025;-831.07;Felipe;alimentacao;Supermercado semanal
2025-02-17;-32,98;Felipe;ALIMENTACAO;Café/Lanche
2025-02-17;-89,71;Rafael;lazer;streaming anual
02-17-2025;R$ -156.60;Calebe;transporte;
02-19-2025;R$ -56,37;Rafael;Supermercado;Café/Lanche *
2025-02-19;-27.53;Rafael;Lazer;App de musica
19/02/2025;-56,37;Rafael;Restaurante;Café/Lanche
19/02/2025;-16,72;Rafel;Alimentacao;Café/Lanche
21/02/2025;-31,44;Rafael;ALIMENTACAO;Café/Lanche
02-21-2025;-89.04;Rafael;Restaurante;lanche
2025-02-21;R$ -11,16;Rafael;Transporte;ESTACIONAMENTO
21/02/2025;-30,62;Rafael;Transporte;Estacionamento
02-22-2025;R$ -24,55;Felipe;Mercado;Café/Lanche
22/02/2025;-169.43;Calebe;Transporte;
2025-02-23;R$ -651,76;Felipe;Restaurante;Supermercado semanal
2025-02-24;-215.31;Calebe;TRANSPORTE;Combustivel
2025-02-24;-215.31;Calebe;Uber/taxi;combustivel
02-24-2025;-215.31;Calebe;transporte;Combustivel
25/02/2025;800.00;Rafael;Salario;Salario mensal de Rafael
2025-02-25;-48.21;Felipe;Uber/taxi;Estacionamento
02-25-2025;800.00;Rafael;Pagamento;Salario mensal de Rafael
2025-02-26;-95,43;Rafael;Restaurante;Delivery *
27/02/2025;-22,68;Rafael;transporte;Estacionamento
2025-02-27;-22,68;Rafael;TRANSPORTE;Estacionamento
2025-02-28;-1342.08;Felipe;Cursos;Transferencia para Poupanca
2025-03-03;R$ -571.64;Felipe;ALIMENTACAO;Supermercado semanal
04/03/2025;-54.88;Felipe;alimentacao;Café/Lanche
04/03/2025;-42.48;Felipe;ALIMENTACAO;Café/Lanche
2025-03-05;-44,61;Rafael;Supermercado;Café/Lanche
06/03/2025;-16.21;Felipe;Lazer;App de musica
;-65,86;Rafael;ALIMENTACAO;Lanche
03-07-2025;8000.00;Calebe;salario;Salario mensal de Calebe
2025-03-07;8000.00;Calebe;Salario;SALARIO MENSAL DE CALEBE
07/03/2025;-3.204,89;Calebe;Moradia;Aluguel residencial
07/03/2025;8.000,00;Calebe;SALARIO;SALARIO MENSAL DE CALEBE
2025-03-08;-64,70;Rafael;Alimentacao;Jantar fora
03-08-2025;-64.70;Rafael;ALIMENTACAO;Jantar fora
03-08-2025;-64.70;Rafael;Supermercado;
2025-03-09;-58,56;Rafael;Restaurante;jantar fora
09/03/2025;-48.06;Rafael;Alimentacao;JANTAR FORA
10/03/2025;-174,50;Rafael;lazer;Passeio
2025-03-10;-39,04;Rafael;Alimentacao;Café/Lanche
03-10-2025;-824,11;Calebe;TRANSPORTE;
03-10-2025;-139,23;Calebe;TRANSPORTE;Combustivel
03-10-2025;R$ -139.23;Calebe;Combustivel;Combustivel
03-11-2025;-73.86;Rafael;ALIMENTACAO;Lanche
2025-03-11;R$ -73.86;Rafael;Restaurante;Lanche
2025-03-11;-529,77;Felipe;Alimentacao;Supermercado semanal
11/03/2025;-343,88;Felipe;Saude;Farmacia
03-11-2025;-73,86;Rafael;Alimentacao;Lanche
2025-03-12;-79.51;Rafael;lazer;Show/Evento *
13/03/2025;-51,87;Rafael;alimentacao;Café/Lanche
2025-03-14;-34,44;Felipe;Lazer;App de musica
15/03/2025;-47,58;Rafael;alimentacao;Café/Lanche
2025-03-15;R$ -47.58;Rafael;Restaurante;Café/Lanche
03-15-2025;4,000.00;Felipe;Pagamento;Salario mensal de Felipe
03-16-2025;-531.37;Felipe;Alimentacao;Supermercado semanal
2025-03-19;R$ -21,55;Rafael;Cinema/Show;App de musica
22/03/2025;-78.98;Rafael;alimentacao;Lanche
2025-03-23;-17.23;Rafael;ALIMENTACAO;Café/Lanche
03-23-2025;R$ -146.48;Calebe;transporte;
2025-03-23;R$ -146.48;Calebe;TRANSPORTE;Combustivel
2025-03-23;-17,23;Rafael;Mercado;Café/Lanche
2025-03-24;R$ -167,16;Calebe;Combustivel;
03-24-2025;-167,16;Calebe;Gastos com Carro;Combustivel
03-24-2025;-62,60;Rafael;Supermercado;Lanche
25/03/2025;-559.80;Felipe;Mercado;Supermercado semanal
2025-03-25;800,00;Rafael;salario;Salario mensal de Rafael
2025-03-28;-1118.33;Felipe;EDUCACAO;
28/03/2025;-39.53;Felipe;Alimentacao;Café/Lanche
2025-03-28;-56,04;Rafael;Streaming;Cinema
03-30-2025;R$ -612,66;Felipe;ALIMENTACAO;Supermercado semanal
2025-03-30;-87.70;Rafael;Supermercado;lanche
2025-03-30;R$ -326.10;Felipe;Farmacia;Exame medico
2025-03-30;R$ -87,70;Rafael;alimentacao;Lanche
2025-01-08;-322,12;Felipe;Mercado;Supermercado semanal
01-15-2025;-124,67;Rafael;LAZER;Passeio
2025-03-31;-54,91;Felipe;LAZER;App de musica
2025-03-31;-172,65;Calebe;Transporte;Combustivel
2025-03-31;-89,41;Rafael;alimentacao;
03-31-2025;R$ -54.91;Felip;Cinema/Show;App de musica
03-31-2025;-12,35;Rafael;alimentacao;café/lanche
2025-03-31;-54.91;Felip;Cinema/Show;APP DE MUSICA
01/04/2025;R$ -429.45;Felipe;ALIMENTACAO;Supermercado semanal
;-80.63;Rafael;Restaurante;Lanche
2025-04-02;-30.27;Felipe;Entretenimento;App de musica
05/04/2025;-17,77;Felipe;Alimentacao;Café/Lanche
2025-04-05;R$ -17,77;Felipe;Supermercado;Café/Lanche
2025-04-06;R$ -14,30;Felipe;lazer;App de musica
2025-04-06;R$ -182,88;Felipe;saude;Farmacia
04-06-2025;-77,93;Rafael;Supermercado;Jantar fora
04-07-2025;8000,00;Calebe;Salario;Salario mensal de Calebe
2025-04-07;-2643.06;Calebe;Aluguel;Aluguel residencial
04-07-2025;-2643.06;Calebe;Aluguel/Moradia;Aluguel residencial *
01/02/2024;-562,56;Felipe;Alimentacao;Supermercado semanal
09/04/2025;-397,61;Felipe;ALIMENTACAO;
;R$ -679,64;Calebe;Gastos com Carro;Parcela carro/seguro
2025-04-10;-95,61;Rafael;Lazer;Cinema
2025-04-11;-77,93;Rafael;ALIMENTACAO;Jantar fora
2025-04-11;-14,18;Felipe;alimentacao;CAFÉ/LANCHE
;-153.46;Calebe;Transporte;Combustivel
2025-04-12;-8,55;Rafael;Streaming;App de musica *
04-12-2025;-153,46;Calebe;TRANSPORTE;COMBUSTIVEL
04-13-2025;-105,10;Calebe;Estudos;Assinatura educacional
2025-04-13;R$ -105.10;Calebe;Cursos;Assinatura educacional
2025-04-14;-141.39;Calebe;Uber/taxi;COMBUSTIVEL
14/04/2025;-22,39;Felipe;Uber/taxi;Estacionamento
04-14-2025;-141,39;Calebe;Gastos com Carro;Combustivel
04-14-2025;-141,39;Calebe;TRANSPORTE;Combustivel
14/04/2025;-71.81;Rafael;ALIMENTACAO;Lanche *
2025-04-15;-102,90;Rafaell;Estudos;
15/04/2025;4000,00;Felipe;SALARIO;Salario mensal de Felipe
2025-04-16;-19,44;Felipe;Entretenimento;App de musica
2025-04-17;-28,35;Felipe;transporte;Estacionamento
2025-04-17;-25,53;Rafael;Restaurante;Jantar fora
17/04/2025;-392.53;Felipe;Supermercado;Supermercado semanal
17/04/2025;R$ -392.53;Felipe;alimentacao;Supermercado semanal
2025-04-18;-101.45;Rafael;Entretenimento;Streaming anual
18/04/2025;-77,65;Rafael;ALIMENTACAO;Delivery
04-18-2025;R$ -69,88;Rafaell;Alimentacao;Delivery
2025-04-18;-90.73;Felipe;Consulta;Consulta
04-18-2025;-101.45;Rafael;Cinema/Show;Streaming anual
2025-04-18;-101.45;Rafael;Cinema/Show;
04-19-2025;-136,21;Rafael;lazer;Streaming anual
19/04/2025;-136,21;Rafael;LAZER;Streaming anual
19/04/2025;-23,36;Felipe;Alimentacao;Café/Lanche
04-20-2025;-30.93;Rafael;Mercado;Lanche
23/04/2025;R$ -12.04;Rafael;alimentacao;Café/Lanche
2025-04-23;-12,04;Rafael;Restaurante;Café/Lanche
04-23-2025;-38.76;Felipe;Cinema/Show;App de musica
23/04/2025;-350.55;Felipe;Alimentacao;Supermercado semanal
2025-04-24;-150,08;Calebe;Uber/taxi;Combustivel *
24/04/2025;-21.38;Rafael;Alimentacao;
2025-04-24;-21.38;Rafael;ALIMENTACAO;Delivery
04-25-2025;R$ 800.00;Rafael;SALARIO;Salario mensal de Rafael
2025-04-25;R$ -22.60;Rafael;Uber/taxi;Estacionamento
2025-04-26;-32.23;Felipe;Supermercado;CAFÉ/LANCHE
04-26-2025;-32,23;Felipe;Restaurante;Café/Lanche
04-26-2025;R$ -32.23;Felipe;Supermercado;CAFÉ/LANCHE
2025-04-26;-32,23;Felipe;Mercado;Café/Lanche
28/04/2025;-122.08;Calebe;Uber/taxi;Combustivel
28/04/2025;R$ -1066.88;Felipe;Assinatura;Transferencia para Poupanca
2025-04-29;-40.51;Rafael;lazer;App de musica
29/04/2025;-35.29;Felipe;ALIMENTACAO;Café/Lanche
2025-04-30;-398.63;Felipe;Restaurante;SUPERMERCADO SEMANAL
2025-05-01;-18.63;Rafael;Combustivel;Estacionamento
03/05/2025;-37,27;Rafael;Uber/taxi;estacionamento
2025-05-03;-104,62;Calebe;Gastos com Carro;Combustivel
2025-05-03;-422,44;Felipe;Restaurante;supermercado semanal
03/05/2025;R$ -37,16;Rafael;Mercado;Delivery
2025-05-03;-12.20;Rafael;Combustivel;Estacionamento
05-03-2025;-37.16;Rafael;alimentacao;Delivery *
2025-05-03;-13,56;Rafael;Gastos com Carro;
05/05/2025;-9.05;Rafael;Mercado;Café/Lanche
05/05/2025;-9,05;Rafael;Mercado;Café/Lanche
2025-05-06;-11.23;Rafael;Uber/taxi;Estacionamento
05-06-2025;-43.65;Felipe;LAZER;App de musica
06/05/2025;-11,23;Rafael;transporte;Estacionamento
07/05/2025;-106,09;Rafael;Cinema/Show;Show/Evento
2025-05-07;-2592,76;Calebe;Aluguel/Moradia;Aluguel residencial
2025-05-07;8000.00;Calebe;salario;salario mensal de calebe
2025-05-08;-433.44;Felipe;ALIMENTACAO;Supermercado semanal
09/05/2025;-43.67;Rafael;Restaurante;Jantar fora
09/05/2025;-43.67;Rafael;alimentacao;JANTAR FORA
2025-05-10;-666,71;Calebe;Combustivel;Parcela carro/seguro
